名称,名称_カナ,名称_英字,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,標高,電話番号,災害種別_洪水,災害種別_崖崩れ、土石流及び地滑り,災害種別_高潮,災害種別_地震,災害種別_津波,災害種別_大規模な火事,災害種別_内水氾濫,災害種別_火山現象,指定避難所との重複,想定収容人数,対象となる町会・自治会,URL,画像,画像_ライセンス,備考
猪平地区集会所,イノヒラチクシュウカイジョ,Inohira District Meeting Hall,石川県鳳珠郡能登町猪平53-１,石川県,鳳珠郡能登町,猪平, 53-１,,37.175146,137.04473,,,1,1,,,,,,,,23,,,,,
羽根地区集会所,ハネチクシュウカイジョ,Hane District Meeting Hall,石川県鳳珠郡能登町羽根８-７,石川県,鳳珠郡能登町,羽根, ８-７,,37.18036,137.102542,,,1,,1,,,,,,,27,,,,,
鮭尾多目的集会所,サケオタモクテキシュウカイジョ,Sakeo Multipurpose Meeting Hall,石川県鳳珠郡能登町鮭尾６-(下代)220,石川県,鳳珠郡能登町,鮭尾, ６-(下代)220,,37.181234,137.001829,,,1,1,,,,,,,,31,,,,,
源平多目的集会所,ゲンダロタモクテキシュウカイジョ,Gendaro Multipurpose Meeting Hall,石川県鳳珠郡能登町宇出津山分17-68,石川県,鳳珠郡能登町,宇出津山分, 17-68,,37.19374,137.092851,,,1,1,,,,,,,,13,,,,,
柏木多目的集会所,カシワギタモクテキシュウカイジョ,Kashiwagi Multipurpose Meeting Hall,石川県鳳珠郡能登町柏木69,石川県,鳳珠郡能登町,柏木,69,,37.1831,136.583175,,,1,1,,,,,,,,17,,,,,
曽又多目的集会所,ソマタタモクテキシュウカイジョ,Somata Multipurpose Meeting Hall,石川県鳳珠郡能登町曽又７-158-８,石川県,鳳珠郡能登町,曽又, ７-158-８,,37.192064,137.043732,,,1,1,,,,,,,,35,,,,,
漆原多目的集会所,ウルシワラタモクテキシュウカイジョ,Urushiwara Multipurpose Meeting Hall,石川県鳳珠郡能登町宇出津ヌ８-７,石川県,鳳珠郡能登町,宇出津, ヌ８-７,,37.185052,137.085192,,,1,,,,1,,,,,82,,,,,
小浦地区集会所,オウラチクシュウカイジョ,Oura District Meeting Hall,石川県鳳珠郡能登町小浦10-28-１,石川県,鳳珠郡能登町,小浦, 10-28-１,,37.180134,137.111796,,,1,1,,,,,,,,36,,,,,
太田原地区集会所,オオダワラチクシュウカイジョ,Oodawara District Meeting Hall,石川県鳳珠郡能登町太田原16-19乙,石川県,鳳珠郡能登町,太田原, 16-19乙,,37.192736,136.592092,,,1,,,,,,,,,9,,,,,
爼倉地区集会所,マナイタグラチクシュウカイジョ,Manaita District Meeting Hall,石川県鳳珠郡能登町爼倉44,石川県,鳳珠郡能登町,爼倉,44,,37.175344,137.031587,,,1,1,,,,,,,,14,,,,,
田町地区集会所,タマチチクシュウカイジョ,Tamachi District Meeting Hall,石川県鳳珠郡能登町宇出津ラ23,石川県,鳳珠郡能登町,宇出津, ラ23,,37.181706,137.084998,,,1,,1,,1,,,,,94,,,,,
当目多目的研修センター,トウメタモクテキケンシュウセンター,Toume Multipurpose Training Center,石川県鳳珠郡能登町当目38-153,石川県,鳳珠郡能登町,当目, 38-153,,37.211255,137.003705,,,1,,,,,,,,,95,,,,,
十郎原地区集落センター,ジュウロウハラチクシュウラクセンター,Juurouhara Settlement Center,石川県鳳珠郡能登町十郎原ワ50,石川県,鳳珠郡能登町,十郎原, ワ50,,37.212146,137.03086,,,1,,,,,,,,,28,,,,,
寺五地区生活改善センター,テラゴチクセイカツカイゼンセンター,Terago District Community Improvement Center,石川県鳳珠郡能登町五郎左エ門分竹20-２,石川県,鳳珠郡能登町,五郎左エ門分, 竹20-２,,37.204628,137.051721,,,1,,,,,,,,,47,,,,,
久田農業集会所,キュウデンノウギョウウシュウカイジョ,Kuuden Agricultural Meeting Hall,石川県鳳珠郡能登町久田21-49,石川県,鳳珠郡能登町,久田, 21-49,,37.21598,137.071373,,,1,1,,,,,,,,38,,,,,
大箱集会所,オオバコシュウカイジョ,Oobako Meeting Hall,石川県鳳珠郡能登町大箱１-65,石川県,鳳珠郡能登町,大箱, １-65,,37.220538,137.013011,,,1,,,,,,,,,24,,,,,
天坂集会所,テンザカシュウカイジョ,Tenzaka Meeting Hall,石川県鳳珠郡能登町天坂い75,石川県,鳳珠郡能登町,天坂, い75,,37.211185,137.061784,,,1,,,,,,,,,54,,,,,
北河内集会所,キタカワチシュウカイジョ,Kitakawachi Meeting Hall,石川県鳳珠郡能登町北河内タ55,石川県,鳳珠郡能登町,北河内, タ55,,37.225445,137.013089,,,1,1,,,,,,,,20,,,,,
中ノ又集会所,ナカノマタシュウカイジョ,Nakanomata Meeting Hall,石川県鳳珠郡能登町上町り123-１,石川県,鳳珠郡能登町,上町, り123-１,,37.202583,137.071649,,,1,1,,,,,,,,23,,,,,
河ヶ谷集会所,カガタニシュウカイジョ,Kagatani Meeting Hall,石川県鳳珠郡能登町河ヶ谷３-19乙,石川県,鳳珠郡能登町,河ヶ谷, ３-19乙,,37.192328,137.141617,,,1,1,,,,,,,,17,,,,,
宮犬地区生活改善センター,ミヤイヌチクセイカツカイゼンセンター,Miyainu District Community Improvement Center,石川県鳳珠郡能登町宮犬12-43,石川県,鳳珠郡能登町,宮犬, 12-43,,37.202582,137.13312,,,1,,,,,,,,,40,,,,,
木住多目的集会所,キズミタモクテキシュウカイジョ,Kizumi Multipurpose Meeting Hall,石川県鳳珠郡能登町山田１住45,石川県,鳳珠郡能登町,山田, １住45,,37.171547,137.020201,,,,1,,,,,,,,28,,,,,
斉和多目的集会所,サイワタモクテキシュウカイジョ,Saiwa Multipurpose Meeting Hall,石川県鳳珠郡能登町中斉ア77,石川県,鳳珠郡能登町,中斉, ア77,,37.202341,137.03377,,,1,,,,,,,,,75,,,,,
野田コミュニティセンター,ノタコミュニティセンター,Nota Community Center,石川県鳳珠郡能登町柳田梅35-１,石川県,鳳珠郡能登町,柳田, 梅35-１,,37.221101,137.053557,,,,1,,,,,,,,90,,,,,
下市之瀬集会場,シモイチノセシュウカイジョウ,Shimoichinose Meeting Hall,石川県鳳珠郡能登町市之瀬１-57-３,石川県,鳳珠郡能登町,市之瀬, １-57-３,,37.183945,137.134207,,,1,,1,,,,,,,53,,,,,
四明ヶ丘集会所,シアケガオカシュウカイジョ,Shiakegaoka Meeting Hall,石川県鳳珠郡能登町藤波ノ55-70,石川県,鳳珠郡能登町,藤波, ノ55-70,,37.181786,137.082926,,,1,1,1,1,1,,,,,55,,,,,
程谷集会所,ホドダニシュウカイジョ,Hododani Meeting Hall,石川県鳳珠郡能登町時長55-16,石川県,鳳珠郡能登町,時長, 55-16,,37.193845,137.115686,,,1,1,,1,,,,,,17,,,,,
日詰脇集会所,ヒヅメワキシュウカイジョ,Hizumewaki Meeting Hall,石川県鳳珠郡能登町柳田井107,石川県,鳳珠郡能登町,柳田, 井107,,37.22397,137.043861,,,,,,1,,,,,,21,,,,,
立壁集会所,タテカベシュウカイジョ,Tatekabe Meeting Hall,石川県鳳珠郡能登町立壁１-122,石川県,鳳珠郡能登町,立壁, １-122,,37.202274,137.155392,,,1,1,1,1,1,,,,,38,,,,,
内浦長尾集会所,ウイウラナゴシュウカイジョ,Uchiuranago Meeting Hall,石川県鳳珠郡能登町内浦長尾65,石川県,鳳珠郡能登町,内浦長尾,65,,37.192621,137.152376,,,1,1,1,1,1,,,,,42,,,,,
比那集会所,ビナシュウカイジョ,Bina Meeting Hall,石川県鳳珠郡能登町布浦ム50-1,石川県,鳳珠郡能登町,布浦, ム50-1,,37.204675,137.15334,,,1,1,1,1,1,,,,,40,,,,,
旧内浦クリーンセンター車庫棟前,キュウウチウラクリーンセンターシャコトウマエ,Former Uchiura Clean Center Garage Front,石川県鳳珠郡能登町越坂13-6-1,石川県,鳳珠郡能登町,越坂, 13-6-1,,37.185161,137.140561,,,1,1,1,1,1,,,,,392,,,,,
輪島市立西保公民館,ワジマシリツニシホコウミンカン,Wajima Municipal Nishiho Community Center,石川県,輪島市,大沢町,ホサソ201番地3,,,37.37517479,136.8030764,4m,0768-36-2001,1,1,,,,,,,1,70,西保地区,,,,
輪島市立大屋公民館,ワジマシリツオオヤコウミンカン,Wajima Municipal Oya Community Center,石川県,輪島市,小伊勢町,丸垣内22番地1,,,37.38113475,136.8859617,10m,0768-22-2236,1,1,,,,,,,1,91,大屋地区,,,,
輪島市立港公民館,ワジマシリツミナトコウミンカン,Wajima Municipal Minato Community Center,石川県,輪島市,輪島崎町,1部211番地4,,,37.40328928,136.8999197,1m,0768-22-1391,1,1,,,,,,,1,91,輪島崎町;海士町,,,,
輪島市立鳳至公民館,ワジマシリツフゲシコウミンカン,Wajima Municipal Fugeshi Community Center,石川県,輪島市,鳳至町,石浦町83番地1,,,37.3984856,136.8968992,6m,0768-22-7620,1,1,,,,,,,1,540,鳳至地区,,,,
輪島市文化会館（輪島市立輪島公民館）,ワジマシブンカカイカン（ワジマシリツワジマコウミンカン）,Wajima City Cultural Hall (Wajima Municipal Wajima Community Center),石川県,輪島市,河井町,20部1番1地,,,37.38858231,136.9059664,7m,0768-22-7666,1,1,,,,,,,1,355,河井地区,https://www.city.wajima.ishikawa.jp/docs/2013700015/,,,
輪島市ふれあい健康センター,ワジマシフレアイケンコウセンター,Wajima City Health Community Center,石川県,輪島市,河井町,2部287番地1,,,37.39412378,136.9011806,3m,0768-23-1136,1,1,,,,,,,1,141,河井地区,,,,
輪島市立三井公民館,ワジマシリツミイコウミンカン,Wajima Municipal Mii Community Center,石川県,輪島市,三井町長沢,2字12番地1,,,37.3153856,136.9025995,95m,0768-26-1211,1,1,,,,,,,1,120,三井地区,,,,
輪島市立河原田公民館,ワジマシリツカワラダコウミンカン,Wajima Municipal Kawarada Community Center,石川県,輪島市,西脇町,60番地1,,,37.35717884,136.9083812,43m,0768-22-2235,1,1,,,,,,,1,70,河原田地区,,,,
輪島市立鵠巣公民館,ワジマシリツコウノスコウミンカン,Wajima Municipal Kounosu Community Center,石川県,輪島市,大野町,菰沢35番地,,,37.41062951,136.9697852,35m,0768-22-2237,1,1,,,,,,,1,166,鵠巣地区,,,,R5.5修正
輪島市立南志見公民館,ワジマシリツナジミコウミンカン,Wajima Municipal Najimi Community Center,石川県,輪島市,里町,32字36番地,,,37.43026082,137.034125,8m,0768-34-1001,1,1,,,,,,,1,449,南志見地区,,,,
輪島市立町野公民館,ワジマシリツマチノコウミンカン,Wajima Municipal Machino Community Center,石川県,輪島市,町野町粟蔵,川原田22番地1,,,37.42336356,137.0881297,10m,0768-32-0316,1,1,,,,,,,1,154,町野地区,,,,
輪島市立剱地公民館,ワジマシリツツルギジコウミンカン,Wajima Municipal Tsurugiji Community Center,石川県,輪島市,門前町剱地,ツの60番地,,,37.23176542,136.7087165,19m,0768-45-1833,1,1,,,,,,,1,138,仁岸地区,,,,
輪島市立阿岸公民館,ワジマシリツアギシコウミンカン,Wajima Municipal Agishi Community Center,石川県,輪島市,門前町南,ナの17番地,,,37.25543487,136.7331535,30m,0768-43-1063,1,1,,,,,,,1,163,阿岸地区,,,,
輪島市立黒島公民館,ワジマシリツクロシマコウミンカン,Wajima Municipal Kuroshima Community Center,石川県,輪島市,門前町黒島町,高池45番地,,,37.27890327,136.7356329,17m,0768-43-1062,1,1,,,,,,,1,105,黒島地区,,,,
輪島市立諸岡公民館,ワジマシリツモロオカコウミンカン,Wajima Municipal Moroka Community Center,石川県,輪島市,門前町道下,7の175番地,,,37.2884034,136.7452591,16m,0768-43-1061,1,1,,,,,,,1,153,諸岡地区,,,,
輪島市役所門前総合支所（防災研修室）,ワジマシヤクショモンゼンソウゴウシショ（ボウサイケンシュウシツ）,Wajima City Hall Monzen General Branch Office (Disaster Prevention Training Room),石川県,輪島市,門前町走出,6の69番地,,,37.28738375,136.7679637,21m,0768-42-1111,1,1,,,,,,,1,60,門前地区,,,,
輪島市門前会館（輪島市立門前公民館）,ワジマシモンゼンカイカン（ワジマシリツモンゼンコウミンカン）,Wajima City Monzen Hall (Wajima Municipal Monzen Community Center),石川県,輪島市,門前町走出,6の92番地2,,,37.28779845,136.7677714,17m,0768-42-0916,1,1,,,,,,,1,300,門前地区,,,,
輪島市立本郷公民館,ワジマシリツホンゴウコウミンカン,Wajima Municipal Hongo Community Center,石川県,輪島市,門前町二又川,4の4番地1,,,37.28483556,136.8266462,58m,0768-42-0636,1,1,,,,,,,1,147,本郷地区,,,,
輪島市立浦上公民館,ワジマシリツウラカミコウミンカン,Wajima Municipal Urakami Community Center,石川県,輪島市,門前町浦上,8の58番地,,,37.30576893,136.7976142,28m,0768-42-0558,1,1,,,,,,,1,128,浦上地区,,,,
輪島市立七浦公民館,ワジマシリツシツラコウミンカン,Wajima Municipal Shitsura Community Center,石川県,輪島市,門前町鵜山,12の50番地,,,37.34528114,136.7528073,9m,0768-46-2375,1,1,,,,,,,1,373,七浦地区,,,,
舳倉島開発総合センター,ヘグラジマカイハツソウゴウセンター,Hegura Island Comprehensive Development Center ,石川県,輪島市,海士町,所属舳倉島出邑山1番4,,,37.85058749,136.9181068,8m,,1,1,,,,,,,1,73,海士町(舳倉島),,,,
旧輪島市立西保小学校（グラウンド）,キュウワジマシリツニシホショウガッコウ（グラウンド）,Former Wajima Municipal Nishiho Elementary School (Playground),石川県,輪島市,赤崎町,ニの80番地,,,37.38299113,136.8137655,87m,,,,1,1,1,,,,,"7,692",西保地区,,,,
旧輪島市立二俣小学校（グラウンド）,キュウワジマシリツフタマタショウガッコウ（グラウンド）,Former Wajima Municipal Futamata Elementary School (Playground),石川県,輪島市,二俣町,19の32番地,,,37.35607624,136.8654971,54m,,,,,1,,,,,,"2,334",西保地区,,,,
輪島市立大屋小学校（グラウンド）,ワジマシリツオオヤショウガッコウ（グラウンド）,Wajima Municipal Oya Elementary School (Playground),石川県,輪島市,小伊勢町,日隅7番地3,,,37.38301196,136.8892972,8m,0768-22-0099,,,1,1,1,,,,,"5,319",大屋地区,https://cms1.ishikawa-c.ed.jp/ooyaxe/,,,
旧輪島市立輪島中学校（グラウンド）,キュウワジマシリツワジマチュウガッコウ（グラウンド）,Former Wajima Municipal Wajima Junior High School (Playground),石川県,輪島市,宅田町,25部36番地1,,,37.38512675,136.8976285,24m,,,,1,1,1,,,,,"13,329",河井地区;河原田地区;鵠巣地区,,,,
天神山広場,テンジンヤマヒロバ,Tenjinyama Mountain Square,石川県,輪島市,輪島崎町,2字地内,,,37.40465155,136.8982001,34m,,,,1,1,1,,,,,"1,490",輪島崎町;海士町,,,,
鳳来山公園,ホウライザンコウエン,Horaizan Mountain Park,石川県,輪島市,鳳至町地内,,,,37.40053501,136.8963762,44m,,,,1,1,1,,,,,"16,704",海士町;鳳至地区,,,,
ホテル八汐　駐車場,ホテルヤシオ　チュウシャジョウ,Hotel Yashio's Parking Lot,石川県,輪島市,鳳至町,袖ヶ浜1,,,37.40192544,136.8963933,16m,0768-22-0600,,,,,1,,,,,400,鳳至地区,https://www.wajima-yashio.com,,,
輪島市立鳳至小学校（グラウンド）,ワジマシリツフゲシショウガッコウ（グラウンド）,Wajima Municipal Fugeshi Elementary School (Playground),石川県,輪島市,鳳至町,堂金田1番地,,,37.39615434,136.895594,5m,0768-22-0620,,,1,1,1,,,,,"12,017",鳳至地区,https://cms1.ishikawa-c.ed.jp/fugese/,,,
輪島地方合同庁舎,ワジマチホウゴウドウチョウシャ,Wajima Local Government Office Complex,石川県,輪島市,鳳至町,畠田99番地3,,,37.39187625,136.8955794,5m,0768-22-0426,,,,,1,,,,,803,鳳至地区,,,,
輪島宿舎3号棟,ワジマシュクシャ3ゴウトウ,Wajima Accommodations Building No. 3,石川県,輪島市,鳳至町,畠田99番地21,,,37.39156239,136.8947209,5m,,,,,,1,,,,,130,鳳至地区,,,,
一本松総合運動公園,イッポンマツソウゴウウンドウコウエン,Ipponmatsu General Athletic Park,石川県,輪島市,杉平町,1字12番地,,,37.39143297,136.9097463,31m,,,,1,1,1,,,,,"118,146",河井地区;河原田地区,,,,
輪島市健康ふれあい広場,ワジマシケンコウフレアイヒロバ,Wajima City Open Space for People to get together and interact for Health,石川県,輪島市,河井町,16部1番地1,,,37.38989082,136.9086481,12m,,,,1,1,1,,,,,"10,080",河井地区,,,,
輪島市一本松ゲートボール場,ワジマシイッポンマツゲートボールジョウ,Wajima City Ipponmatsu-Gateball (Game similar to Croquet) Ground,石川県,輪島市,河井町,9部30番地,,,37.39125294,136.9117659,45m,,,,1,1,1,,,,,"2,195",河井地区,,,,
輪島市立河井小学校（グラウンド）,ワジマシリツカワイショウガッコウ（グラウンド）,Wajima Municipal Kawai Elementary School (Playground),石川県,輪島市,河井町,18部1番地2,,,37.3922794,136.9040438,5m,0768-22-0836,,,1,1,1,,,,,"8,390",河井地区,https://cms1.ishikawa-c.ed.jp/kawaie/,,,
輪島市立輪島中学校（屋外運動場）,ワジマシリツワジマチュウガッコウ（オクガイウンドウジョウ）,Wajima Municipal Wajima Junior High School (Outdoor Playing Field),石川県,輪島市,河井町,11部39番地1,,,37.38958461,136.912555,49m,0768-22-1244,,,1,1,1,,,,,"16,952",河井地区,https://cms1.ishikawa-c.ed.jp/wajimaj/,,,
石川県立輪島高等学校（グラウンド）,イシカワケンリツワジマコウトウガッコウ（グラウンド）,Ishikawa Prefectural Wajima High School (Playground),石川県,輪島市,河井町,18部42番地2,,,37.39021492,136.9033647,5m,0768-22-2105,,,1,1,1,,,,,"14,346",河井地区,https://cms1.ishikawa-c.ed.jp/wajifh/,,,
石川県奥能登土木総合事務所,イシカワケンオクノトドボクソウゴウジムショ,Ishikawa Oku-Noto Civil Engineering General Office,石川県,輪島市,河井町,22部1番地1,,,37.39081586,136.9014137,4m,0768-22-0567,,,,,1,,,,,550,河井地区,https://www.pref.ishikawa.lg.jp/okunotopublic/index.html,,,
ホテル　ルートイン輪島,ホテル　ルートインワジマ,Hotel Route Inn Wajima,石川県,輪島市,マリンタウン,1番地2,,,37.39613598,136.9050236,3m,050-5576-7801,,,,,1,,,,,236,河井地区,https://www.route-inn.co.jp/hotel_list/ishikawa/index_hotel_id_229,,,
夢セゾンビル,ユメセゾンビル,Yume Saison Building,石川県,輪島市,河井町,5部279番地,,,37.39442179,136.9069666,3m,,,,,,1,,,,,115,河井地区,,,,
三井地区運動広場（輪島市立三井公民館前広場）,ミイチクウンドウヒロバ（ワジマシリツミイコウミンカンマエヒロバ）,Mii Athletic Square (Square in front of Wajima Municipal Mii Community Center),石川県,輪島市,三井町長沢,1字34番地2,,,37.31560225,136.9022296,94m,0768-26-1211,,,,1,,,,,,"2,199",三井地区,,,,
輪島市立三井小学校（グラウンド）,ワジマシリツミイショウガッコウ（グラウンド）,Wajima Municipal Mii Elementary School (Playground),石川県,輪島市,三井町興徳寺,10字29番地,,,37.31543111,136.8986953,114m,0768-26-1110,,,,1,,,,,,"4,982",三井地区,https://cms1.ishikawa-c.ed.jp/miixxe/,,,
旧輪島市立三井中学校（グラウンド）,キュウワジマシリツミイチュウガッコウ（グラウンド）,Former Wajima Municipal Mii Junior High School (Playground),石川県,輪島市,三井町興徳寺,10字33番地,,,37.31628011,136.8990065,114m,,,,,1,,,,,,"9,904",三井地区,,,,
